FIRST,LAST,NICKNAME,URL,NAME
Aurelijus,Kerpe,,http://ufcstats.com/fighter-details/c1e4ae143cce7398,Aurelijus Kerpe
Mark,Kerr,The Smashing Machine,http://ufcstats.com/fighter-details/a7b48e18ca27795d,Mark Kerr
Will,Kerr,,http://ufcstats.com/fighter-details/ef61d9f5176b3200,Will Kerr
Ron,Keslar,,http://ufcstats.com/fighter-details/b84f34b425dfd24b,Ron Keslar
Rustam,Khabilov,Tiger,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,Rustam Khabilov
Adam,Khaliev,,http://ufcstats.com/fighter-details/1aba18b5f15d4956,Adam Khaliev
Sergey,Khandozhko,Honda,http://ufcstats.com/fighter-details/90da09db03e41748,Sergey Khandozhko
Sergei,Kharitonov,,http://ufcstats.com/fighter-details/0693b2eab79198ea,Sergei Kharitonov
Alfred,Khashakyan,The Fearless,http://ufcstats.com/fighter-details/3929efe0c0a83d07,Alfred Khashakyan
Aliaskhab,Khizriev,Black Wolf,http://ufcstats.com/fighter-details/7ab478c397cd68ef,Aliaskhab Khizriev
WonBin,Ki,The Danger,http://ufcstats.com/fighter-details/aaeb55084b198a39,WonBin Ki
Pannie,Kianzad,Banzai,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,Pannie Kianzad
Akira,Kikuchi,,http://ufcstats.com/fighter-details/9c37681096c6f3a9,Akira Kikuchi
Katsunori,Kikuno,,http://ufcstats.com/fighter-details/44470bfd9483c7ad,Katsunori Kikuno
Sanae,Kikuta,,http://ufcstats.com/fighter-details/e4bde462b043d3e1,Sanae Kikuta
Jacob,Kilburn,The Killer,http://ufcstats.com/fighter-details/637bd06c32219f0b,Jacob Kilburn
Dong Hyun,Kim,Stun Gun,http://ufcstats.com/fighter-details/9bcf8603ceb25680,Dong Hyun Kim
Jin Oh,Kim,,http://ufcstats.com/fighter-details/8d04923f2db59b7f,Jin Oh Kim
Dae Won,Kim,,http://ufcstats.com/fighter-details/354808cf38d9d73c,Dae Won Kim
Jong Wang,Kim,,http://ufcstats.com/fighter-details/380e8b023290d091,Jong Wang Kim
Jong Won,Kim,,http://ufcstats.com/fighter-details/9e0f28d1f639ad73,Jong Won Kim
Min Soo,Kim,,http://ufcstats.com/fighter-details/831b937811804dad,Min Soo Kim
Jong Man,Kim,Special Force,http://ufcstats.com/fighter-details/dba230fe33011201,Jong Man Kim
Ji Yeon,Kim,Firefist,http://ufcstats.com/fighter-details/a20f234df70f2182,Ji Yeon Kim
MinWoo,Kim,Korean MOAI,http://ufcstats.com/fighter-details/6343a95f1d9e6a33,MinWoo Kim
HanSeul,Kim,Spade,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7,HanSeul Kim
KyeungPyo,Kim,Redhorse,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7,KyeungPyo Kim
Sangwook,Kim,Frogman,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4,Sangwook Kim
SangWon,Kim,No Problem,http://ufcstats.com/fighter-details/e9712cad24948ce1,SangWon Kim
KyuSung,Kim,,http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1,KyuSung Kim
So Yul,Kim,,http://ufcstats.com/fighter-details/864c07a7ff90caae,So Yul Kim
Jeremy,Kimball,,http://ufcstats.com/fighter-details/917a5cb9821df261,Jeremy Kimball
Rob,Kimmons,The Rosedale Reaper,http://ufcstats.com/fighter-details/054defd5420a551f,Rob Kimmons
Dustin,Kimura,The Diamond,http://ufcstats.com/fighter-details/fe91d254db77a7fc,Dustin Kimura
Taiei,Kin,,http://ufcstats.com/fighter-details/c7ac79839e86ce33,Taiei Kin
Mike,King,,http://ufcstats.com/fighter-details/564c2f5f9eb45d67,Mike King
Kyle,Kingsbury,Kingsbu,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,Kyle Kingsbury
Yusaku,Kinoshita,,http://ufcstats.com/fighter-details/21b5c82c1b89dab1,Yusaku Kinoshita
Kamuela,Kirk,The Jawaiian,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,Kamuela Kirk
Yurij,Kiseliov,Playboy,http://ufcstats.com/fighter-details/51d2aaaca56e5b40,Yurij Kiseliov
Justine,Kish,,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,Justine Kish
Koji,Kitao,,http://ufcstats.com/fighter-details/2a6f8136da1e52c0,Koji Kitao
Satoru,Kitaoka,,http://ufcstats.com/fighter-details/e2ac5bb645f33088,Satoru Kitaoka
Top Noi,Kiwram,,http://ufcstats.com/fighter-details/e065b4a42a6c2c79,Top Noi Kiwram
Ludovit,Klein,Mr. Highlight,http://ufcstats.com/fighter-details/5b86d491d63890c5,Ludovit Klein
Nick,Klein,Blue Collar,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa,Nick Klein
Seth,Kleinbeck,Mass Destruction,http://ufcstats.com/fighter-details/8ad022dd81224f61,Seth Kleinbeck
Stefan,Klever,,http://ufcstats.com/fighter-details/bc3876891e155bb5,Stefan Klever
Fatima,Kline,The Archangel,http://ufcstats.com/fighter-details/745fa7b605f8e2da,Fatima Kline
Felix,Klinkhammer,,http://ufcstats.com/fighter-details/8276f28f1ad087de,Felix Klinkhammer
Drakkar,Klose,,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,Drakkar Klose
Michael,Knaap,Hammer,http://ufcstats.com/fighter-details/02f0e04acf102ea9,Michael Knaap
Kevin,Knabjian,,http://ufcstats.com/fighter-details/1fac46d466abd5b8,Kevin Knabjian
Jason,Knight,The Kid,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,Jason Knight
William,Knight,Knightmare,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95,William Knight
Josefine,Knutsson,Thunder,http://ufcstats.com/fighter-details/971dba22c622af12,Josefine Knutsson
Seokhyeon,Ko,The Korean Tyson,http://ufcstats.com/fighter-details/4a07b1988477502c,Seokhyeon Ko
Isao,Kobayashi,,http://ufcstats.com/fighter-details/a02652d063ef5baa,Isao Kobayashi
Kelly,Kobold,Blood Red,http://ufcstats.com/fighter-details/c398235fcaf8d71d,Kelly Kobold
Erik,Koch,Phoenix,http://ufcstats.com/fighter-details/99bd87a300079ed9,Erik Koch
Sokun,Koh,,http://ufcstats.com/fighter-details/6d8ef8706781c49e,Sokun Koh
Shingo,Kohara,,http://ufcstats.com/fighter-details/44c233770075cea1,Shingo Kohara
Brad,Kohler,,http://ufcstats.com/fighter-details/13c4313ed0f744f3,Brad Kohler
Charlie,Kohler,,http://ufcstats.com/fighter-details/5717efc6f271cd52,Charlie Kohler
Tsuyoshi,Kohsaka,TK,http://ufcstats.com/fighter-details/b76ed59283d3559c,Tsuyoshi Kohsaka
Kaloyan,Kolev,,http://ufcstats.com/fighter-details/33de378ce1734638,Kaloyan Kolev
John,Kolosci,,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,John Kolosci
Yuki,Kondo,,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb,Yuki Kondo
Syuri,Kondo,,http://ufcstats.com/fighter-details/a851c35f58199231,Syuri Kondo
Cheick,Kongo,,http://ufcstats.com/fighter-details/1eacf73d6a0055dc,Cheick Kongo
Andrei,Kopylov,,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d,Andrei Kopylov
Roman,Kopylov,,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,Roman Kopylov
Bruno,Korea,,http://ufcstats.com/fighter-details/6c011be66326ad97,Bruno Korea
Andrey,Koreshkov,Spartan,http://ufcstats.com/fighter-details/aee885b8ca29ab4f,Andrey Koreshkov
Josh,Koscheck,,http://ufcstats.com/fighter-details/dd37fd509af89f15,Josh Koscheck
Steven,Koslow,Obi Won Shinobi The Pillow,http://ufcstats.com/fighter-details/84512339473dd300,Steven Koslow
Naoyuki,Kotani,,http://ufcstats.com/fighter-details/bc8f6b42767e28df,Naoyuki Kotani
Ilya,Kotau,,http://ufcstats.com/fighter-details/a68d57ae177a5815,Ilya Kotau
Iouri,Kotchkine,,http://ufcstats.com/fighter-details/c6becb722706c7d8,Iouri Kotchkine
Matt,Kovacs,300,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf,Matt Kovacs
Marcus,Kowal,,http://ufcstats.com/fighter-details/ad0e42800a0d8977,Marcus Kowal
Karolina,Kowalkiewicz,,http://ufcstats.com/fighter-details/d7c3816669784109,Karolina Kowalkiewicz
Steve,Kozola,,http://ufcstats.com/fighter-details/fc36e2352dccf2a4,Steve Kozola
Derrick,Krantz,D-Rock,http://ufcstats.com/fighter-details/714e1e0681ddb703,Derrick Krantz
James,Krause,The,http://ufcstats.com/fighter-details/8f6a18831a120817,James Krause
Pascal,Krauss,Panzer,http://ufcstats.com/fighter-details/a01e84abefd85ec0,Pascal Krauss
Rene,Kronvold,,http://ufcstats.com/fighter-details/db05271715bb4874,Rene Kronvold
Kaynan,Kruschewsky,Bahia,http://ufcstats.com/fighter-details/ca36633b80be4a78,Kaynan Kruschewsky
Jorgen,Kruth,The Last Viking,http://ufcstats.com/fighter-details/6071d786f6187810,Jorgen Kruth
Nikita,Krylov,The Miner,http://ufcstats.com/fighter-details/1091d4d957141094,Nikita Krylov
Mariusz,Ksiazkiewicz,The Iron Pol,http://ufcstats.com/fighter-details/ab16537dd1e5e81d,Mariusz Ksiazkiewicz
Junya,Kudo,,http://ufcstats.com/fighter-details/487c170da059857d,Junya Kudo
John,Kuhner,,http://ufcstats.com/fighter-details/a272656ad662ac53,John Kuhner
Michael,Kuiper,,http://ufcstats.com/fighter-details/b7f38813485745da,Michael Kuiper
Anton,Kuivanen,,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,Anton Kuivanen
Maiju,Kujala,,http://ufcstats.com/fighter-details/4e77d070239699e2,Maiju Kujala
Sumit,Kumar,The Indian Kid,http://ufcstats.com/fighter-details/a0a625221e0dd339,Sumit Kumar
Aleksei,Kunchenko,,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,Aleksei Kunchenko
Rizvan,Kuniev,,http://ufcstats.com/fighter-details/739fd4fbb5d862f4,Rizvan Kuniev
Keigo,Kunihara,,http://ufcstats.com/fighter-details/782a2a17d3e38fdf,Keigo Kunihara
Kiichi,Kunimoto,Strasser,http://ufcstats.com/fighter-details/71df36d6d8cf0d74,Kiichi Kunimoto
Leo,Kuntz,The Lion,http://ufcstats.com/fighter-details/6905d45bd71b50a9,Leo Kuntz
Korey,Kuppe,,http://ufcstats.com/fighter-details/780a2897055e3ee3,Korey Kuppe
Ramazan,Kuramagomedov,,http://ufcstats.com/fighter-details/b6a73e6f11a8835c,Ramazan Kuramagomedov
Tsuyoshi,Kurihara,,http://ufcstats.com/fighter-details/032b65d5fff611b2,Tsuyoshi Kurihara
Eldari,Kurtanidze,,http://ufcstats.com/fighter-details/4c78fc005a53831d,Eldari Kurtanidze
Kyle,Kurtz,,http://ufcstats.com/fighter-details/b490def93478ae29,Kyle Kurtz
Guram,Kutateladze,Georgian Viking,http://ufcstats.com/fighter-details/7772b283d288dbe2,Guram Kutateladze
Vadym,Kutsyi,,http://ufcstats.com/fighter-details/aeb2bcd4371f40d5,Vadym Kutsyi
Lina,Kvokov,,http://ufcstats.com/fighter-details/843dd76c50cae0f6,Lina Kvokov
Kaleo,Kwan,Leo Boy,http://ufcstats.com/fighter-details/2545c7f47a65bca3,Kaleo Kwan
Jarrod,Kwitty,,http://ufcstats.com/fighter-details/849d15ed7e3a0e97,Jarrod Kwitty
Mike,Kyle,MAK,http://ufcstats.com/fighter-details/56b8b24f65f9f057,Mike Kyle
Lisa,Kyriacou,The Savage,http://ufcstats.com/fighter-details/edbc609a3b0d2aba,Lisa Kyriacou
Achmed,Labasanov,,http://ufcstats.com/fighter-details/b3fb8d2293e17a59,Achmed Labasanov
Josh,LaBerge,,http://ufcstats.com/fighter-details/5108b169b5fe1f86,Josh LaBerge
Jeremiah,Labiano,The Kid,http://ufcstats.com/fighter-details/4fe1d105af549845,Jeremiah Labiano
Daniel,Lacerda,Miojo,http://ufcstats.com/fighter-details/31bb0772f21cabd8,Daniel Lacerda
Luan,Lacerda,,http://ufcstats.com/fighter-details/6fc506e1099afe20,Luan Lacerda
Kemran,Lachinov,,http://ufcstats.com/fighter-details/eb84192d1a97f69e,Kemran Lachinov
Aspen,Ladd,,http://ufcstats.com/fighter-details/d4691518d012b9e7,Aspen Ladd
Ryan,LaFlare,,http://ufcstats.com/fighter-details/4c7781da8c6cae93,Ryan LaFlare
Corinne,Laframboise,,http://ufcstats.com/fighter-details/fbe9f4efc2153be2,Corinne Laframboise
Ben,Lagman,Bad News,http://ufcstats.com/fighter-details/b40e65d71a8d4ce5,Ben Lagman
Noad,Lahat,Neo,http://ufcstats.com/fighter-details/9f755fb04cc21499,Noad Lahat
Tina,Lahdemaki,Jelly Bean,http://ufcstats.com/fighter-details/e5ca2bc2451a5956,Tina Lahdemaki
Yohan,Lainesse,White Lion,http://ufcstats.com/fighter-details/f998f5c102250d6e,Yohan Lainesse
Tim,Lajcik,The Bohemian,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d,Tim Lajcik
Todd,Lally,,http://ufcstats.com/fighter-details/7d06092326c52528,Todd Lally
Sean,Lally,The Unpredictable One,http://ufcstats.com/fighter-details/e62ce041bb7aeb1f,Sean Lally
Ricardo,Lamas,The Bully,http://ufcstats.com/fighter-details/3974fa35c917af1d,Ricardo Lamas
Jason,Lambert,The Punisher,http://ufcstats.com/fighter-details/5be86bb2f78fef2f,Jason Lambert
Jose,Landi-Jons,Pele,http://ufcstats.com/fighter-details/7e062824c175f975,Jose Landi-Jons
Nate,Landwehr,The Train,http://ufcstats.com/fighter-details/583ee11abddfc581,Nate Landwehr
Austen,Lane,,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,Austen Lane
Aaron,Lanfranco,,http://ufcstats.com/fighter-details/d73e856f150744b2,Aaron Lanfranco
Jeremy,Lang,,http://ufcstats.com/fighter-details/09422812370fbdfe,Jeremy Lang
Lionel,Lanham,,http://ufcstats.com/fighter-details/b8980dd7e8fc5976,Lionel Lanham
Lina,Lansberg,Elbow Queen,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,Lina Lansberg
Taylor,Lapilus,Double Impact,http://ufcstats.com/fighter-details/8b1ed83b02303075,Taylor Lapilus
Chad,Laprise,The Disciple,http://ufcstats.com/fighter-details/c03a5022f8439f2a,Chad Laprise
Anthony,Lapsley,The Recipe,http://ufcstats.com/fighter-details/f3a853544e4413c4,Anthony Lapsley
TJ,Laramie,,http://ufcstats.com/fighter-details/cd2e5a390821fb48,TJ Laramie
Icho,Larenas,,http://ufcstats.com/fighter-details/49efbdc6c9f650c4,Icho Larenas
Lorenz,Larkin,The Monsoon,http://ufcstats.com/fighter-details/9450848a71d53776,Lorenz Larkin
Jeremy,Larsen,,http://ufcstats.com/fighter-details/c3bd649a9194e50c,Jeremy Larsen
Brock,Larson,,http://ufcstats.com/fighter-details/5eedbf1e9601be35,Brock Larson
Ryan,Larson,,http://ufcstats.com/fighter-details/7107e53ebd7435fb,Ryan Larson
Bobby,Lashley,,http://ufcstats.com/fighter-details/b0826525fa17231d,Bobby Lashley
Ilir,Latifi,The Sledgehammer,http://ufcstats.com/fighter-details/e9a3aeb207578eea,Ilir Latifi
Sione,Latu,,http://ufcstats.com/fighter-details/5898357a45a73674,Sione Latu
Phillip,Latu,The Doctor,http://ufcstats.com/fighter-details/09224b76d27007ee,Phillip Latu
Jenel,Lausa,,http://ufcstats.com/fighter-details/ec664422b22d9787,Jenel Lausa
Joe,Lauzon,,http://ufcstats.com/fighter-details/3bad7ef643840f67,Joe Lauzon
Dan,Lauzon,The Upgrade,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4,Dan Lauzon
Sandra,Lavado,Peruvian Zombie,http://ufcstats.com/fighter-details/aa6da8cb3a26da04,Sandra Lavado
Chatt,Lavender,,http://ufcstats.com/fighter-details/5449dcccd972ff83,Chatt Lavender
Muhammed,Lawal,King Mo,http://ufcstats.com/fighter-details/a571770c4016736f,Muhammed Lawal
Robbie,Lawler,Ruthless,http://ufcstats.com/fighter-details/f2925e6db404bf1d,Robbie Lawler
Tom,Lawlor,Filthy,http://ufcstats.com/fighter-details/4d44f37107f01b9b,Tom Lawlor
Justin,Lawrence,The American Kidd,http://ufcstats.com/fighter-details/879f6cae48d25baa,Justin Lawrence
Lance,Lawrence,,http://ufcstats.com/fighter-details/ce039df1994b18f0,Lance Lawrence
Ronnie,Lawrence,The Heat,http://ufcstats.com/fighter-details/e7e01e266a9d4342,Ronnie Lawrence
Eric,Lawson,,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42,Eric Lawson
Jimmy,Lawson,Greedy,http://ufcstats.com/fighter-details/e43eefb10d440cb0,Jimmy Lawson
Valmir,Lazaro,Bidu,http://ufcstats.com/fighter-details/777dea713da2441d,Valmir Lazaro
Zviad,Lazishvili,,http://ufcstats.com/fighter-details/41498c2d1a87b154,Zviad Lazishvili
Mounir,Lazzez,The Sniper,http://ufcstats.com/fighter-details/49ee5024966efc0d,Mounir Lazzez
Cung,Le,,http://ufcstats.com/fighter-details/d4f364dd076bb0e2,Cung Le
Thanh,Le,,http://ufcstats.com/fighter-details/882b3f5a0774d575,Thanh Le
Quang,Le,Bang,http://ufcstats.com/fighter-details/32feae6d9a1e5047,Quang Le
Jordan,Leavitt,The Monkey King,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,Jordan Leavitt
Jerome,LeBanner,,http://ufcstats.com/fighter-details/2d0b10789feafddb,Jerome LeBanner
Chris,Leben,The Crippler,http://ufcstats.com/fighter-details/d43a048a880efdff,Chris Leben
Mickael,Lebout,Ragnar,http://ufcstats.com/fighter-details/c575ab451e3c5b1d,Mickael Lebout
Stephen,Ledbetter,,http://ufcstats.com/fighter-details/56ec58954158966a,Stephen Ledbetter
Justin,Ledet,El Blanco,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430,Justin Ledet
James,Lee,,http://ufcstats.com/fighter-details/863d06a7ef8bc98c,James Lee
David,Lee,,http://ufcstats.com/fighter-details/8caca5857ce0e30b,David Lee
Jackie,Lee,,http://ufcstats.com/fighter-details/4985113c0928aa62,Jackie Lee
Eun Soo,Lee,,http://ufcstats.com/fighter-details/39c568f8c579913e,Eun Soo Lee
Tae Hyun,Lee,,http://ufcstats.com/fighter-details/de99da2c0d18d34a,Tae Hyun Lee
Tommy,Lee,,http://ufcstats.com/fighter-details/806975e1b4f47b27,Tommy Lee
Matt,Lee,,http://ufcstats.com/fighter-details/d9e3743bae8d703d,Matt Lee
Imani,Lee,,http://ufcstats.com/fighter-details/0802be3516ef8f66,Imani Lee
Vaughan,Lee,,http://ufcstats.com/fighter-details/8bb6f4479685bbcc,Vaughan Lee
Kevin,Lee,The Motown Phenom,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,Kevin Lee
Rocky,Lee,,http://ufcstats.com/fighter-details/0d1c163b206e8c5f,Rocky Lee
Andrea,Lee,KGB,http://ufcstats.com/fighter-details/05fa626cb33d15b8,Andrea Lee
JeongYeong,Lee,Korean Tiger,http://ufcstats.com/fighter-details/d008d785f6347dc2,JeongYeong Lee
JungHyun,Lee,The Phenom,http://ufcstats.com/fighter-details/b6033505c245e28b,JungHyun Lee
ChangHo,Lee,,http://ufcstats.com/fighter-details/117a06469813e4ef,ChangHo Lee
Ricky,Legere Jr.,IE Bad Boy,http://ufcstats.com/fighter-details/5817df778cc27274,Ricky Legere Jr.
Sherron,Leggett,Rob Roy,http://ufcstats.com/fighter-details/4f670b7972fa0a2e,Sherron Leggett
Cheyden,Leialoha,Steadfast,http://ufcstats.com/fighter-details/98cbbc06074c68a4,Cheyden Leialoha
Claudia,Leite,,http://ufcstats.com/fighter-details/90550a08f0b02b6f,Claudia Leite
Thales,Leites,,http://ufcstats.com/fighter-details/cfb65863d5099327,Thales Leites
Stefan,Leko,Blitz,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb,Stefan Leko
Gabe,Lemley,,http://ufcstats.com/fighter-details/fd4578cac86d75ca,Gabe Lemley
Amanda,Lemos,,http://ufcstats.com/fighter-details/3df5493bb279226f,Amanda Lemos
Giacomo,Lemos,,http://ufcstats.com/fighter-details/f37822d5b3e47517,Giacomo Lemos
Christophe,Leninger,,http://ufcstats.com/fighter-details/7269329bd87eb479,Christophe Leninger
Jesse,Lennox,The Ox,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,Jesse Lennox
Jean Francois,Lenogue,,http://ufcstats.com/fighter-details/e60201cfab7d656d,Jean Francois Lenogue
Nik,Lentz,The Carny,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,Nik Lentz
Alberta Cerra,Leon,,http://ufcstats.com/fighter-details/6e02c318762f52f1,Alberta Cerra Leon
Victoria,Leonardo,Fury,http://ufcstats.com/fighter-details/9dedfdd91070ddd8,Victoria Leonardo
Anthony,Leone,,http://ufcstats.com/fighter-details/86b9b51a81e9c339,Anthony Leone
Chad,Leonhardt,The Boss,http://ufcstats.com/fighter-details/657d0ed181f04215,Chad Leonhardt
Kimo,Leopoldo,,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3,Kimo Leopoldo
Michael,Lerma,,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3,Michael Lerma
Lukasz,Les,,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f,Lukasz Les
Brock,Lesnar,,http://ufcstats.com/fighter-details/513c6f1715e547a8,Brock Lesnar
Frank,Lester,,http://ufcstats.com/fighter-details/edd8d5d8089a35f8,Frank Lester
Valerie,Letourneau,Trouble,http://ufcstats.com/fighter-details/46a2f24feb258ae0,Valerie Letourneau
Leah,Letson,Nidas,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7,Leah Letson
Justin,Levens,The Executioner,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778,Justin Levens
Marcus,LeVesseur,The Prospect,http://ufcstats.com/fighter-details/182f2b78582de3d8,Marcus LeVesseur
David,Levicki,,http://ufcstats.com/fighter-details/49590e0508b2c19f,David Levicki
Kyle,Levinton,,http://ufcstats.com/fighter-details/81ddc98fceb30086,Kyle Levinton
Natan,Levy,Lethal,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5,Natan Levy
John,Lewis,,http://ufcstats.com/fighter-details/4a01dc8376736ef5,John Lewis
Derrick,Lewis,The Black Beast,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,Derrick Lewis
Bevon,Lewis,,http://ufcstats.com/fighter-details/899923ff6ab13917,Bevon Lewis
Brandon,Lewis,,http://ufcstats.com/fighter-details/6623cb1c27025634,Brandon Lewis
Malik,Lewis,Hard Knock,http://ufcstats.com/fighter-details/f60dbe6e05489c4f,Malik Lewis
Chi,Lewis-Parry,Chopper,http://ufcstats.com/fighter-details/a307a10414d0ad00,Chi Lewis-Parry
Li,Jingliang,The Leech,http://ufcstats.com/fighter-details/e64b96c07d7ce999,Li Jingliang
Li,Yunfeng,,http://ufcstats.com/fighter-details/4c7afd56ef1947ac,Li Yunfeng
Liang,Na,The Dragon Girl,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,Liang Na
Jess,Liaudin,The Joker,http://ufcstats.com/fighter-details/a8aba6fd8a463043,Jess Liaudin
Chuck,Liddell,The Iceman,http://ufcstats.com/fighter-details/a390eb8a9b2df298,Chuck Liddell
Rodrigo,Lidio,Dynamis,http://ufcstats.com/fighter-details/11b5a809c3120e27,Rodrigo Lidio
Sam,Liera,,http://ufcstats.com/fighter-details/421ccfc6ddb17958,Sam Liera
Zach,Light,,http://ufcstats.com/fighter-details/5d7c18191b8aa432,Zach Light
Scott,Lighty,,http://ufcstats.com/fighter-details/998c8890a8dde1eb,Scott Lighty
Chris,Liguori,,http://ufcstats.com/fighter-details/0e31bfd26cc8c503,Chris Liguori
Donnie,Liles,,http://ufcstats.com/fighter-details/a1bf037613180253,Donnie Liles
Jae Suk,Lim,,http://ufcstats.com/fighter-details/bbb15f301e4a490a,Jae Suk Lim
Hyun Gyu,Lim,The Ace,http://ufcstats.com/fighter-details/203c957eac95dd87,Hyun Gyu Lim
Juliana,Lima,Ju Thai,http://ufcstats.com/fighter-details/75a6a390fd5dca46,Juliana Lima
Dhiego,Lima,,http://ufcstats.com/fighter-details/e9213f53ddeca978,Dhiego Lima
Douglas,Lima,The Phenom,http://ufcstats.com/fighter-details/264111bf62662fbf,Douglas Lima
Mabelly,Lima,,http://ufcstats.com/fighter-details/6135fd9665fbb74e,Mabelly Lima
Andre,Lima,Mascote,http://ufcstats.com/fighter-details/b1f21ce050035d58,Andre Lima
Felipe,Lima,Jungle Boy,http://ufcstats.com/fighter-details/9256f591b30c073e,Felipe Lima
Miguel,Linares,,http://ufcstats.com/fighter-details/18c49685296c60e6,Miguel Linares
Emiliano,Linares,Golden Bull,http://ufcstats.com/fighter-details/a4ef92274a45143d,Emiliano Linares
Matt,Lindland,The Law,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,Matt Lindland
Jake,Lindsey,The Librarian,http://ufcstats.com/fighter-details/33e00249ef08d3a4,Jake Lindsey
John,Lineker,Hands of Stone,http://ufcstats.com/fighter-details/c268b2cfebccf652,John Lineker
Austin,Lingo,Lights Out,http://ufcstats.com/fighter-details/305d73ede05e31ad,Austin Lingo
Lucio,Linhares,,http://ufcstats.com/fighter-details/a780d16cf7eed44d,Lucio Linhares
Philipe,Lins,Monstro,http://ufcstats.com/fighter-details/53c943c873cffe90,Philipe Lins
Tainara,Lisboa,Thai Panther,http://ufcstats.com/fighter-details/2c5f5749569eef66,Tainara Lisboa
Dean,Lister,The Boogeyman,http://ufcstats.com/fighter-details/68c6cd5287b473a7,Dean Lister
Wesley,Little,,http://ufcstats.com/fighter-details/008c6e1a25751575,Wesley Little
James,Llontop,Goku,http://ufcstats.com/fighter-details/93b2b7caa457cbea,James Llontop
Abner,Lloveras,Skullman,http://ufcstats.com/fighter-details/6448e57a9533b7e4,Abner Lloveras
Brian,Lo-A-Njoe,,http://ufcstats.com/fighter-details/7abce81b72fbbd9b,Brian Lo-A-Njoe
John,Lober,The Machine,http://ufcstats.com/fighter-details/31652c9267606d54,John Lober
Artem,Lobov,The Russian Hammer,http://ufcstats.com/fighter-details/02f2a9702ba3d167,Artem Lobov
Dylan,Lockard,,http://ufcstats.com/fighter-details/9caa254991a5a698,Dylan Lockard
Ryan,Loder,Man of Steel,http://ufcstats.com/fighter-details/d5bab53a1a603aac,Ryan Loder
Sean,Loeffler,The Destroyer,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931,Sean Loeffler
Christian,Lohsen,Hollywood,http://ufcstats.com/fighter-details/4ab36d70d1b28b58,Christian Lohsen
David,Loiseau,The Crow,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,David Loiseau
Hector,Lombard,,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7,Hector Lombard
Michael,Lombardo,The Don,http://ufcstats.com/fighter-details/6d6b9a6cb063b60d,Michael Lombardo
Rocky,Long,,http://ufcstats.com/fighter-details/10e04e5e81f391a0,Rocky Long
Thomas,Longacre,,http://ufcstats.com/fighter-details/989be26791d0aad4,Thomas Longacre
Loma,Lookboonmee,,http://ufcstats.com/fighter-details/4e30e4250cb08b61,Loma Lookboonmee
Ange,Loosa,The Last Ninja,http://ufcstats.com/fighter-details/1497e735d9f2560a,Ange Loosa
Lucas,Lopes,,http://ufcstats.com/fighter-details/1f70dd67ad507990,Lucas Lopes
Dileno,Lopes,,http://ufcstats.com/fighter-details/8270c00fae24c922,Dileno Lopes
Diego,Lopes,,http://ufcstats.com/fighter-details/f166e93d04a8c274,Diego Lopes
Bruno,Lopes,Brunao,http://ufcstats.com/fighter-details/0abcf6bc47191219,Bruno Lopes
