FIRST,LAST,NICKNAME,URL,NAME
Pat,Barry,HD,http://ufcstats.com/fighter-details/658c3465581ae46b,Pat Barry
Dean,Barry,The Sniper,http://ufcstats.com/fighter-details/a6f3d15cb84334bb,Dean Barry
Enrique,Barzola,El Fuerte,http://ufcstats.com/fighter-details/be0b310a12eb80b4,Enrique Barzola
Javid,Basharat,The Snow Leopard,http://ufcstats.com/fighter-details/bbab3baf66128ae2,Javid Basharat
Farid,Basharat,Ferocious,http://ufcstats.com/fighter-details/a09ed60aa67a3f67,Farid Basharat
Austin,Bashi,,http://ufcstats.com/fighter-details/d3f89fa685bd8420,Austin Bashi
Stephen,Bass,Bigfish,http://ufcstats.com/fighter-details/1cecc8fe6748a532,Stephen Bass
Sean,Bassett,,http://ufcstats.com/fighter-details/2c733e059462c1dc,Sean Bassett
Ryan,Bastianelli,Relentless,http://ufcstats.com/fighter-details/29508aff4d93cbbe,Ryan Bastianelli
Shayna,Baszler,The Queen of Spades,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce,Shayna Baszler
Michel,Batista,,http://ufcstats.com/fighter-details/34218661c44ed55d,Michel Batista
Bryan,Battle,The Butcher,http://ufcstats.com/fighter-details/f626118b6da0e020,Bryan Battle
Alan,Baudot,The Black Samourai,http://ufcstats.com/fighter-details/c9a94278df042f46,Alan Baudot
Mario,Bautista,,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,Mario Bautista
Chris,Beal,Real Deal,http://ufcstats.com/fighter-details/55f446032177b119,Chris Beal
Donovan,Beard,The Highlight Reel,http://ufcstats.com/fighter-details/3a6ac598320ca7f2,Donovan Beard
Rudy,Bears,,http://ufcstats.com/fighter-details/74f13066b1417ef3,Rudy Bears
Salvador,Becerra,,http://ufcstats.com/fighter-details/4fd76e7ba8313457,Salvador Becerra
Ariel,Beck,,http://ufcstats.com/fighter-details/b96939f2b8d88e82,Ariel Beck
Jeff,Bedard,Little Popeye,http://ufcstats.com/fighter-details/93bf96be327fcd98,Jeff Bedard
Eric,Bedard,Lucky Strikes,http://ufcstats.com/fighter-details/ce05955c26c3c090,Eric Bedard
Johnny,Bedford,Brutal,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7,Johnny Bedford
Rolando,Bedoya,The Machine,http://ufcstats.com/fighter-details/40a456a25d52ee65,Rolando Bedoya
Chase,Beebe,,http://ufcstats.com/fighter-details/b16a7e6a627e9789,Chase Beebe
Lyle,Beerbohm,Fancy Pants,http://ufcstats.com/fighter-details/babc6b5745335f18,Lyle Beerbohm
Allan,Begosso,Mini,http://ufcstats.com/fighter-details/d6ed764f8b78d32a,Allan Begosso
Mirsad,Bektic,,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,Mirsad Bektic
Diana,Belbita,The Warrior Princess,http://ufcstats.com/fighter-details/d7e40dca3ae125be,Diana Belbita
Alan,Belcher,The Talent,http://ufcstats.com/fighter-details/4130a743d9d22163,Alan Belcher
Vitor,Belfort,The Phenom,http://ufcstats.com/fighter-details/0ee783aa00e468f0,Vitor Belfort
Yousri,Belgaroui,,http://ufcstats.com/fighter-details/7674b836ce0698a0,Yousri Belgaroui
Rodolfo,Bellato,Trator,http://ufcstats.com/fighter-details/69898645d600abdb,Rodolfo Bellato
Danilo,Belluardo,Caterpillar,http://ufcstats.com/fighter-details/c3f6db17cea09ca7,Danilo Belluardo
Joey,Beltran,The Mexicutioner,http://ufcstats.com/fighter-details/46baf0f57edfa4df,Joey Beltran
Marco,Beltran,Psycho,http://ufcstats.com/fighter-details/ec71a892fada28c7,Marco Beltran
Joseph,Benavidez,,http://ufcstats.com/fighter-details/80eacd4da0617c57,Joseph Benavidez
Mike,Bencic,Batman,http://ufcstats.com/fighter-details/a71feb7ea7592a71,Mike Bencic
Dave,Beneteau,Dangerous,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,Dave Beneteau
Karla,Benitez,,http://ufcstats.com/fighter-details/6104730621ff318d,Karla Benitez
Gabriel,Benitez,Moggly,http://ufcstats.com/fighter-details/436f970c9ea9169c,Gabriel Benitez
Charles,Bennett,Krazy Horse,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d,Charles Bennett
Josh,Bennett,,http://ufcstats.com/fighter-details/c3ac8d0da7b05772,Josh Bennett
DeAnna,Bennett,The Argentine Assassin,http://ufcstats.com/fighter-details/404ecb2700844072,DeAnna Bennett
Benjamin,Bennett,Mr. Alaska,http://ufcstats.com/fighter-details/7030c27fc9778964,Benjamin Bennett
Lance,Benoist,,http://ufcstats.com/fighter-details/5431dccc09118234,Lance Benoist
Joe,Benoit,,http://ufcstats.com/fighter-details/a30f6d375dea5f9b,Joe Benoit
Ryan,Benoit,Baby Face,http://ufcstats.com/fighter-details/20999e27ddd94bda,Ryan Benoit
Pat,Benson,,http://ufcstats.com/fighter-details/a25f3dc0df974597,Pat Benson
Len,Bentley,,http://ufcstats.com/fighter-details/592d23aed850e652,Len Bentley
Steve,Berger,The Red Nosed Pitbull,http://ufcstats.com/fighter-details/21b1132949f2a9b0,Steve Berger
Kenneth,Bergh,,http://ufcstats.com/fighter-details/aa8189053b3a8994,Kenneth Bergh
Bret,Bergmark,The Angry Hick,http://ufcstats.com/fighter-details/2891c9f7b26b26fc,Bret Bergmark
Keith,Berish,Sha Bang Bang,http://ufcstats.com/fighter-details/e3779ef06e98f185,Keith Berish
Dennis,Bermudez,The Menace,http://ufcstats.com/fighter-details/6f242453c91a5af0,Dennis Bermudez
Manny,Bermudez,The Bermudez Triangle,http://ufcstats.com/fighter-details/2dc1bc1a02961656,Manny Bermudez
Talita,Bernardo,,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea,Talita Bernardo
Dave,Berry,,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2,Dave Berry
Keith,Berry,,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07,Keith Berry
Dieusel,Berto,,http://ufcstats.com/fighter-details/0db70ca89e1c7374,Dieusel Berto
Edson,Berto,Little Tiger,http://ufcstats.com/fighter-details/66766984842c13dc,Edson Berto
Allen,Berube,Monstah Lobstah,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c,Allen Berube
Anton,Berzin,The Body Snatcher,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267,Anton Berzin
Scott,Bessac,,http://ufcstats.com/fighter-details/3f24c96753dbd9f9,Scott Bessac
Matt,Bessette,The Mangler,http://ufcstats.com/fighter-details/0b8d512c79b4baf3,Matt Bessette
Khadzhi,Bestaev,Best,http://ufcstats.com/fighter-details/e05f4ce199baca91,Khadzhi Bestaev
Fernando,Bettega,,http://ufcstats.com/fighter-details/a524710c3ef918fa,Fernando Bettega
Arjan,Bhullar,,http://ufcstats.com/fighter-details/7e511f8d842a109d,Arjan Bhullar
KB,Bhullar,The Bengal,http://ufcstats.com/fighter-details/9cd047a828dd7515,KB Bhullar
Bibulatov,Magomed,Chaborz,http://ufcstats.com/fighter-details/87f19d19f4cb73f8,Bibulatov Magomed
David,Bielkheden,,http://ufcstats.com/fighter-details/1efa064872f089d0,David Bielkheden
Blake,Bilder,El Animal,http://ufcstats.com/fighter-details/5095b0920a3602aa,Blake Bilder
Jonas,Bilharinho,,http://ufcstats.com/fighter-details/ebbf571f349e79d9,Jonas Bilharinho
Jeremiah,Billington,,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d,Jeremiah Billington
Scott,Bills,,http://ufcstats.com/fighter-details/53f02bbc41d99432,Scott Bills
Anthony,Birchak,El Toro,http://ufcstats.com/fighter-details/c5a126ace82a6025,Anthony Birchak
Chris,Birchler,The Big Buck,http://ufcstats.com/fighter-details/8a22c6b4d29880a3,Chris Birchler
Angad,Bisht,,http://ufcstats.com/fighter-details/7b4ae3fd439a05b6,Angad Bisht
Michael,Bisping,The Count,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,Michael Bisping
Amaury,Bitetti,,http://ufcstats.com/fighter-details/7a359ef685a304a7,Amaury Bitetti
Caio,Bittencourt,Leao,http://ufcstats.com/fighter-details/a653cb5eb4b39339,Caio Bittencourt
Davi,Bittencourt,The Black,http://ufcstats.com/fighter-details/dd6ec6f941c3a414,Davi Bittencourt
Simon,Biyong,,http://ufcstats.com/fighter-details/27ab7257bf6a3b65,Simon Biyong
Jan,Blachowicz,,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,Jan Blachowicz
Jason,Black,The Black Legion,http://ufcstats.com/fighter-details/b2f743746e8dcfa2,Jason Black
Brad,Blackburn,Bad Brad,http://ufcstats.com/fighter-details/7e69a4b0961aa555,Brad Blackburn
Jason,Blackford,,http://ufcstats.com/fighter-details/619d807fa54ae8f7,Jason Blackford
Tom,Blackledge,,http://ufcstats.com/fighter-details/2adb11835acd815b,Tom Blackledge
Sherrard,Blackledge,The Thriller,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad,Sherrard Blackledge
Da'Mon,Blackshear,The Monster,http://ufcstats.com/fighter-details/da22387a0407a2dc,Da'Mon Blackshear
Chasen,Blair,Mestizo,http://ufcstats.com/fighter-details/0f4a536507f33576,Chasen Blair
Erin,Blanchfield,Cold Blooded,http://ufcstats.com/fighter-details/669970f7feba8ecd,Erin Blanchfield
Maximo,Blanco,Maxi,http://ufcstats.com/fighter-details/4a1329cc8eb0928a,Maximo Blanco
David,Blanco,,http://ufcstats.com/fighter-details/ebf298f8ac7e232b,David Blanco
Curtis,Blaydes,Razor,http://ufcstats.com/fighter-details/fa6796c55d6c5440,Curtis Blaydes
Tereza,Bleda,,http://ufcstats.com/fighter-details/59c438c81fbf3ece,Tereza Bleda
Arlene,Blencowe,Angerfist,http://ufcstats.com/fighter-details/35d6337320a4ae48,Arlene Blencowe
Byron,Bloodworth,,http://ufcstats.com/fighter-details/ecdf14f4f8643d39,Byron Bloodworth
Dashawn,Boatwright,"Buck, the 400-pound Silverback",http://ufcstats.com/fighter-details/046a85108610c0d2,Dashawn Boatwright
Dan,Bobish,,http://ufcstats.com/fighter-details/f348d05403fad037,Dan Bobish
Mark,Bocek,,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,Mark Bocek
Kyle,Bochniak,Killer B,http://ufcstats.com/fighter-details/c5af5750e8bae4f0,Kyle Bochniak
James,Bochnovic,,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9,James Bochnovic
Jeremy,Boczulak,,http://ufcstats.com/fighter-details/1afd74f8cb0719f3,Jeremy Boczulak
Tim,Boetsch,The Barbarian,http://ufcstats.com/fighter-details/c80095f6092271a7,Tim Boetsch
Galore,Bofando,,http://ufcstats.com/fighter-details/8a56ea383fd26e52,Galore Bofando
Jay,Bogan,,http://ufcstats.com/fighter-details/53c21779d84ceb75,Jay Bogan
Roman,Bogatov,,http://ufcstats.com/fighter-details/d61316139d68dbe3,Roman Bogatov
Derek,Bohi,Marshmallow,http://ufcstats.com/fighter-details/70a1c7626b5e0599,Derek Bohi
Jerry,Bohlander,,http://ufcstats.com/fighter-details/93892752c5fc23ca,Jerry Bohlander
Mandy,Bohm,Monster,http://ufcstats.com/fighter-details/297a2b35444c245b,Mandy Bohm
Kotetsu,Boku,,http://ufcstats.com/fighter-details/d227958e8a0c1466,Kotetsu Boku
Gaston,Bolanos,The Dreamkiller,http://ufcstats.com/fighter-details/96924b0019b3aff1,Gaston Bolanos
Kyle,Bolt,,http://ufcstats.com/fighter-details/9d455d5cfe6a0e35,Kyle Bolt
Denys,Bondar,Psycho,http://ufcstats.com/fighter-details/2526be54e6a0e62a,Denys Bondar
Luc,Bondole,,http://ufcstats.com/fighter-details/8691881b31c16b88,Luc Bondole
Tony,Bonello,The Gun,http://ufcstats.com/fighter-details/702a72aa7a266d86,Tony Bonello
Gabriel,Bonfim,Marretinha,http://ufcstats.com/fighter-details/01641ba5df0c69b0,Gabriel Bonfim
Ismael,Bonfim,Marreta,http://ufcstats.com/fighter-details/eb393afdbe3293d5,Ismael Bonfim
Jesse,Bongfeldt,Water,http://ufcstats.com/fighter-details/934de214814b8ff4,Jesse Bongfeldt
Marcos,Bonilla,Murder Marx,http://ufcstats.com/fighter-details/d311fbefff44a39b,Marcos Bonilla
Stephan,Bonnar,The American Psycho,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,Stephan Bonnar
Rogerio,Bontorin,,http://ufcstats.com/fighter-details/07a2bdaa0afdd831,Rogerio Bontorin
Ray,Borg,The Tazmexican Devil,http://ufcstats.com/fighter-details/a4de54ea806fb525,Ray Borg
Igor,Borisov,,http://ufcstats.com/fighter-details/0313bf497de9c470,Igor Borisov
Kevin,Borjas,El Gallo Negro,http://ufcstats.com/fighter-details/34b96d52db1d26e6,Kevin Borjas
Calen,Born,,http://ufcstats.com/fighter-details/3c85e04b08a05751,Calen Born
Caio,Borralho,The Natural,http://ufcstats.com/fighter-details/4126a78111c0855a,Caio Borralho
Zachary,Borrego,The Dragon,http://ufcstats.com/fighter-details/b8fdb2903a2582a8,Zachary Borrego
Viacheslav,Borshchev,Slava Claus,http://ufcstats.com/fighter-details/19c591115a58982c,Viacheslav Borshchev
Tanner,Boser,The Bulldozer,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,Tanner Boser
Steve,Bosse,The Boss,http://ufcstats.com/fighter-details/e023fa2e648ea0f1,Steve Bosse
Marcus,Bossett,The Grasshopper,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6,Marcus Bossett
Chris,Bostick,,http://ufcstats.com/fighter-details/239224bedeb2c7a4,Chris Bostick
Poliana,Botelho,,http://ufcstats.com/fighter-details/5c126c6aac3ef364,Poliana Botelho
Francois,Botha,White Buffalo,http://ufcstats.com/fighter-details/545d549d6bf87187,Francois Botha
Gregory,Bouchelaghem,,http://ufcstats.com/fighter-details/59851163aaf1aed8,Gregory Bouchelaghem
Roy,Boughton,Black Dynamite,http://ufcstats.com/fighter-details/2aaf0181432adf0b,Roy Boughton
Rich,Bouphanouvong,,http://ufcstats.com/fighter-details/611b9c068c9e2c44,Rich Bouphanouvong
Mike,Bourke,The Rhino,http://ufcstats.com/fighter-details/dfdd0c5dd0d4bc23,Mike Bourke
Jess,Bouscal,,http://ufcstats.com/fighter-details/38b1417ec17072da,Jess Bouscal
Tai,Bowden,,http://ufcstats.com/fighter-details/2efbc83a6b9b7f86,Tai Bowden
Melton,Bowen,The Punisher,http://ufcstats.com/fighter-details/81ca2c245b19b3c5,Melton Bowen
Kyron,Bowen,Bullseye,http://ufcstats.com/fighter-details/5488b3c67600333a,Kyron Bowen
Brian,Bowles,,http://ufcstats.com/fighter-details/b26d3e3746fb4024,Brian Bowles
Roger,Bowling,Relentless,http://ufcstats.com/fighter-details/3b9f723e2720a238,Roger Bowling
Blake,Bowman,,http://ufcstats.com/fighter-details/a95a0504fd73bd3e,Blake Bowman
Ashe,Bowman,The Archer,http://ufcstats.com/fighter-details/8a0a35e7c74bebcc,Ashe Bowman
Anvar,Boynazarov,The Uzbek,http://ufcstats.com/fighter-details/4a191f4ea2fce7fc,Anvar Boynazarov
Colley ,Bradford,,http://ufcstats.com/fighter-details/1433786ac76cf777,Colley  Bradford
Kyle,Bradley,,http://ufcstats.com/fighter-details/a6959da32f0e6b5d,Kyle Bradley
Paul,Bradley,The Gentleman,http://ufcstats.com/fighter-details/c7011de4765d2497,Paul Bradley
Sean,Brady,,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,Sean Brady
Ebenezer Fontes,Braga,Pitbull,http://ufcstats.com/fighter-details/dc950d59dc590aca,Ebenezer Fontes Braga
Ramiz,Brahimaj,,http://ufcstats.com/fighter-details/3d074044a33825e7,Ramiz Brahimaj
Adam,Bramhald,Samurai,http://ufcstats.com/fighter-details/3c99bd6cb5d835ef,Adam Bramhald
Joe,Brammer,The South Side Strangler,http://ufcstats.com/fighter-details/013da757877044a2,Joe Brammer
David,Branch,,http://ufcstats.com/fighter-details/d2c55d1d2e67773b,David Branch
Billy,Brand,,http://ufcstats.com/fighter-details/edae6db2b3453632,Billy Brand
Diego,Brandao,DB,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7,Diego Brandao
Bruna,Brasil,,http://ufcstats.com/fighter-details/7138a15258dabf20,Bruna Brasil
Michael,Bravo,,http://ufcstats.com/fighter-details/dc63542668295c23,Michael Bravo
Martin,Bravo,El Toro,http://ufcstats.com/fighter-details/9c44f290f5726d95,Martin Bravo
Roman,Bravo-Young,,http://ufcstats.com/fighter-details/37ce890a4670b287,Roman Bravo-Young
Mike,Breeden,Money,http://ufcstats.com/fighter-details/d80ee110748171ac,Mike Breeden
Tom,Breese,,http://ufcstats.com/fighter-details/1588b787bda7b540,Tom Breese
Elves,Brener,,http://ufcstats.com/fighter-details/48a9a128784d53d1,Elves Brener
Chris,Brennan,The Westside Strangler,http://ufcstats.com/fighter-details/b19fc66613dc75b9,Chris Brennan
Charlie,Brenneman,The Spaniard,http://ufcstats.com/fighter-details/98f6da59d765ec94,Charlie Brenneman
Robert,Breslin,The Bullet,http://ufcstats.com/fighter-details/e319d6697d41f3cf,Robert Breslin
Mack,Brewer,,http://ufcstats.com/fighter-details/106a925d947a0de9,Mack Brewer
Marcos,Brigagao,Ironside,http://ufcstats.com/fighter-details/11547e29f253fb89,Marcos Brigagao
Jason,Brilz,Hitman,http://ufcstats.com/fighter-details/497ba5b12a4bfc47,Jason Brilz
Marcus,Brimage,The Bama Beast,http://ufcstats.com/fighter-details/81801f57bd0a7c41,Marcus Brimage
Aaron,Brink,,http://ufcstats.com/fighter-details/cf1a88371c8cb690,Aaron Brink
Henry,Briones,Bure,http://ufcstats.com/fighter-details/01fcef7e3d051722,Henry Briones
Marcelo,Brito,Jungle Boy,http://ufcstats.com/fighter-details/3a97fda0de6f1fa4,Marcelo Brito
Joanderson,Brito,Tubarao,http://ufcstats.com/fighter-details/791c8437b341fba5,Joanderson Brito
Kaik,Brito,,http://ufcstats.com/fighter-details/b07f14fc0e53f8bd,Kaik Brito
Icaro,Brito,,http://ufcstats.com/fighter-details/06dd61c8d545c63f,Icaro Brito
Antwain,Britt,The Juggernaut,http://ufcstats.com/fighter-details/2833f50b20e96e52,Antwain Britt
Drew,Brokenshire,,http://ufcstats.com/fighter-details/aa571d75f80fde7d,Drew Brokenshire
Mike,Bronzoulis,The Greek,http://ufcstats.com/fighter-details/df3c39573d01f55b,Mike Bronzoulis
Jonathan,Brookins,,http://ufcstats.com/fighter-details/b0a6124751a56bc4,Jonathan Brookins
Will,Brooks,Ill,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1,Will Brooks
Jarred,Brooks,The Monkey God,http://ufcstats.com/fighter-details/81d9df19e255b8b6,Jarred Brooks
Rob,Broughton,The Bear,http://ufcstats.com/fighter-details/a7d687e6ecb30981,Rob Broughton
Lee,Brousseau,Manimal,http://ufcstats.com/fighter-details/0974d8d4053a7237,Lee Brousseau
Matt,Brown,The Immortal,http://ufcstats.com/fighter-details/31123249b0bbf52e,Matt Brown
Mike,Brown,,http://ufcstats.com/fighter-details/e0b74df14f52cd15,Mike Brown
Dominic,Brown,,http://ufcstats.com/fighter-details/52b3ec072ad497a4,Dominic Brown
Todd,Brown,Bulldog,http://ufcstats.com/fighter-details/9b68bf67c5695185,Todd Brown
Terrell,Brown,,http://ufcstats.com/fighter-details/85df85a4e276c90e,Terrell Brown
Chris,Brown,,http://ufcstats.com/fighter-details/9e2624ac992660c6,Chris Brown
Frederick,Brown,,http://ufcstats.com/fighter-details/880c6b788266a3ef,Frederick Brown
Randy,Brown,Rudeboy,http://ufcstats.com/fighter-details/c6aee362c7a7d482,Randy Brown
Damien,Brown,Beatdown,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,Damien Brown
TJ,Brown,Downtown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,TJ Brown
Humberto,Brown Morrison,,http://ufcstats.com/fighter-details/e9e7e1c8ff289e1b,Humberto Brown Morrison
Travis,Browne,Hapa,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,Travis Browne
Junie,Browning,,http://ufcstats.com/fighter-details/d74cba8566291bfa,Junie Browning
Jules,Bruchez,,http://ufcstats.com/fighter-details/d1dcd4e96464a53d,Jules Bruchez
Justin,Bruckmann,Loaf,http://ufcstats.com/fighter-details/5f8e00c27b7e7410,Justin Bruckmann
Cody,Brundage,,http://ufcstats.com/fighter-details/f14f644d41ade29f,Cody Brundage
Steve,Bruno,Hollywood,http://ufcstats.com/fighter-details/2f3f12002564bb55,Steve Bruno
Fernando,Bruno,Acougueiro,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69,Fernando Bruno
Derek,Brunson,The One,http://ufcstats.com/fighter-details/b1a3e0aca758b322,Derek Brunson
Josh,Bryant,The Beast,http://ufcstats.com/fighter-details/01f022fa494188e2,Josh Bryant
Dennis,Bryant,The Beard,http://ufcstats.com/fighter-details/3b17353b8002c7d0,Dennis Bryant
Robert,Bryczek,,http://ufcstats.com/fighter-details/f96856f9d69fd7e4,Robert Bryczek
Lukasz,Brzeski,The Bull,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19,Lukasz Brzeski
Justin,Buchholz,,http://ufcstats.com/fighter-details/231926533134ec1f,Justin Buchholz
Zak,Bucia,,http://ufcstats.com/fighter-details/6bbb8dc6e128779e,Zak Bucia
Courtney,Buck,,http://ufcstats.com/fighter-details/3feed7d02711d8b7,Courtney Buck
Joaquin,Buckley,New Mansa,http://ufcstats.com/fighter-details/b9437600497350f3,Joaquin Buckley
Martin,Buday,Badys,http://ufcstats.com/fighter-details/8eb046f83e82bf26,Martin Buday
Julia,Budd,,http://ufcstats.com/fighter-details/dcdc4503b9d49977,Julia Budd
Dylan,Budka,The Mindless Hulk,http://ufcstats.com/fighter-details/a817e238b2747404,Dylan Budka
Mike,Budnik,,http://ufcstats.com/fighter-details/b98209144b63ae26,Mike Budnik
Francisco,Bueno,,http://ufcstats.com/fighter-details/a72d260b436924c4,Francisco Bueno
Mayra,Bueno Silva,Sheetara,http://ufcstats.com/fighter-details/cc8c623cca88f54f,Mayra Bueno Silva
Paul,Buentello,The Headhunter,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,Paul Buentello
Modestas,Bukauskas,The Baltic Gladiator,http://ufcstats.com/fighter-details/476fe566d2df676e,Modestas Bukauskas
Lee Kwan,Bum,,http://ufcstats.com/fighter-details/c0342805a1948cbb,Lee Kwan Bum
Josh,Bumgarner,,http://ufcstats.com/fighter-details/9900ab86a4c458bd,Josh Bumgarner
Shawn,Bunch,Bunch the Great,http://ufcstats.com/fighter-details/6e9af164ab91a229,Shawn Bunch
Felipe,Bunes,Felipinho,http://ufcstats.com/fighter-details/53c10176e3bc7416,Felipe Bunes
Shane,Burgos,Hurricane,http://ufcstats.com/fighter-details/98d961097baaf308,Shane Burgos
Joshua,Burkman,The People's Warrior,http://ufcstats.com/fighter-details/6da99156486ed6c2,Joshua Burkman
Justin,Burlinson,,http://ufcstats.com/fighter-details/dadd80ef954e54ed,Justin Burlinson
Mads,Burnell,,http://ufcstats.com/fighter-details/69f01b25dfabaf6b,Mads Burnell
Mikey,Burnett,The Eastside Assassin,http://ufcstats.com/fighter-details/4c805f5f58a75df0,Mikey Burnett
Kevin,Burns,The Fire,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b,Kevin Burns
Gilbert,Burns,Durinho,http://ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns
Josh,Burns,The Hammer,http://ufcstats.com/fighter-details/1e092415a7eeaf65,Josh Burns
Herbert,Burns,The Blaze,http://ufcstats.com/fighter-details/4f140403000158b5,Herbert Burns
